"CENSUS2K_Code","CENSUS2K_Occupation_Title","BLS_Code","BLS_Occupation_Title","OMBSOC_Code","OMBSOC_Occupation_Title","ONET_Code","ONET_Occupation_Title","CIP_Code","CIP_Occupation_Title","NSSBIC_Code","NSSBIC_Occupation_Title","DOECC_Code","DOECC_Occupation_Title"
825,"Prepress Technicians & Workers","51-5022","Prepress Technicians & Workers","51-5022","Prepress Technicians & Workers","51-5022.12","Typesetting & Composing Machine Operators & Tenders","10.0302","Printing Management  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
825,"Prepress Technicians & Workers","51-5022","Prepress Technicians & Workers","51-5022","Prepress Technicians & Workers","51-5022.12","Typesetting & Composing Machine Operators & Tenders","10.0305","Graphic & Printing Equipment Operator, General Production",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
825,"Prepress Technicians & Workers","51-5022","Prepress Technicians & Workers","51-5022","Prepress Technicians & Workers","51-5022.13","Photoengraving & Lithographing Machine Operators & Tenders","10.0301","Graphic Communications, General  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
825,"Prepress Technicians & Workers","51-5022","Prepress Technicians & Workers","51-5022","Prepress Technicians & Workers","51-5022.13","Photoengraving & Lithographing Machine Operators & Tenders","10.0306","Platemaker/Imager",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
825,"Prepress Technicians & Workers","51-5022","Prepress Technicians & Workers","51-5022","Prepress Technicians & Workers","51-5022.13","Photoengraving & Lithographing Machine Operators & Tenders","48.9999","Precision Production Trades, Other",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.00","Printing Machine Operators","10.0302","Printing Management  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.00","Printing Machine Operators","10.0305","Graphic & Printing Equipment Operator, General Production",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.00","Printing Machine Operators","10.0307","Printing Press Operator",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.00","Printing Machine Operators","10.0399","Graphic Communications, Other  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.01","Precision Printing Workers","10.0302","Printing Management  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.01","Precision Printing Workers","10.0305","Graphic & Printing Equipment Operator, General Production",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.01","Precision Printing Workers","10.0307","Printing Press Operator",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.01","Precision Printing Workers","10.0399","Graphic Communications, Other  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.02","Offset Lithographic Press Setters & Set-Up Operators","10.0302","Printing Management  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.02","Offset Lithographic Press Setters & Set-Up Operators","10.0305","Graphic & Printing Equipment Operator, General Production",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.02","Offset Lithographic Press Setters & Set-Up Operators","10.0307","Printing Press Operator",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.02","Offset Lithographic Press Setters & Set-Up Operators","10.0399","Graphic Communications, Other  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.03","Letterpress Setters & Set-Up Operators","10.0302","Printing Management  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.03","Letterpress Setters & Set-Up Operators","10.0305","Graphic & Printing Equipment Operator, General Production",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.03","Letterpress Setters & Set-Up Operators","10.0307","Printing Press Operator",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.03","Letterpress Setters & Set-Up Operators","10.0399","Graphic Communications, Other  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.04","Design Printing Machine Setters & Set-Up Operators","10.0302","Printing Management  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.04","Design Printing Machine Setters & Set-Up Operators","10.0305","Graphic & Printing Equipment Operator, General Production",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.04","Design Printing Machine Setters & Set-Up Operators","10.0307","Printing Press Operator",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.04","Design Printing Machine Setters & Set-Up Operators","10.0399","Graphic Communications, Other  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.05","Marking & Identification Printing Machine Setters & Set-Up Operators","10.0302","Printing Management  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.05","Marking & Identification Printing Machine Setters & Set-Up Operators","10.0305","Graphic & Printing Equipment Operator, General Production",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.05","Marking & Identification Printing Machine Setters & Set-Up Operators","10.0307","Printing Press Operator",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.05","Marking & Identification Printing Machine Setters & Set-Up Operators","10.0399","Graphic Communications, Other  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.06","Screen Printing Machine Setters & Set-Up Operators","10.0302","Printing Management  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.06","Screen Printing Machine Setters & Set-Up Operators","10.0305","Graphic & Printing Equipment Operator, General Production",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.06","Screen Printing Machine Setters & Set-Up Operators","10.0307","Printing Press Operator",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.06","Screen Printing Machine Setters & Set-Up Operators","10.0399","Graphic Communications, Other  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.07","Embossing Machine Set-Up Operators","10.0302","Printing Management  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.07","Embossing Machine Set-Up Operators","10.0305","Graphic & Printing Equipment Operator, General Production",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.07","Embossing Machine Set-Up Operators","10.0307","Printing Press Operator",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.07","Embossing Machine Set-Up Operators","10.0399","Graphic Communications, Other  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.08","Engraver Set-Up Operators","10.0302","Printing Management  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.08","Engraver Set-Up Operators","10.0305","Graphic & Printing Equipment Operator, General Production",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.08","Engraver Set-Up Operators","10.0307","Printing Press Operator",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.08","Engraver Set-Up Operators","10.0399","Graphic Communications, Other  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.09","Printing Press Machine Operators & Tenders","10.0302","Printing Management  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.09","Printing Press Machine Operators & Tenders","10.0305","Graphic & Printing Equipment Operator, General Production",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.09","Printing Press Machine Operators & Tenders","10.0307","Printing Press Operator",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
826,"Printing Machine Operators","51-5023","Printing Machine Operators","51-5023","Printing Machine Operators","51-5023.09","Printing Press Machine Operators & Tenders","10.0399","Graphic Communications, Other  (New)",7,"Manufacturing, Installation & Repair",3,"Arts, A/V Technology & Communication"
830,"Laundry & Dry-Cleaning Workers","51-6011","Laundry & Dry-Cleaning Workers","51-6011","Laundry & Dry-Cleaning Workers","51-6011.00","Laundry & Dry-Cleaning Workers","99.9990","No related CIP programs",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
830,"Laundry & Dry-Cleaning Workers","51-6011","Laundry & Dry-Cleaning Workers","51-6011","Spotters, Dry Cleaning","51-6011.01","Spotters, Dry Cleaning","99.9990","No related CIP programs",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
830,"Laundry & Dry-Cleaning Workers","51-6011","Laundry & Dry-Cleaning Workers","51-6011","Precision Dyers","51-6011.02","Precision Dyers","99.9990","No related CIP programs",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
830,"Laundry & Dry-Cleaning Workers","51-6011","Laundry & Dry-Cleaning Workers","51-6011","Laundry & Drycleaning Machine Operators & Tenders, Except Pressing","51-6011.03","Laundry & Drycleaning Machine Operators & Tenders, Except Pressing","99.9990","No related CIP programs",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
831,"Pressers, Textile, Garment, & Related Materials","51-6021","Pressers, Textile, Garment, & Related Materials","51-6021","Pressers, Textile, Garment, & Related Materials","51-6021.00","Pressers, Textile, Garment, & Related Materials","99.9990","No related CIP programs",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
831,"Pressers, Textile, Garment, & Related Materials","51-6021","Pressers, Textile, Garment, & Related Materials","51-6021","Pressers, Delicate Fabrics","51-6021.01","Pressers, Delicate Fabrics","99.9990","No related CIP programs",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
831,"Pressers, Textile, Garment, & Related Materials","51-6021","Pressers, Textile, Garment, & Related Materials","51-6021","Pressing Machine Operators & Tenders- Textile, Garment, & Related Materials","51-6021.02","Pressing Machine Operators & Tenders- Textile, Garment, & Related Materials","99.9990","No related CIP programs",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
831,"Pressers, Textile, Garment, & Related Materials","51-6021","Pressers, Textile, Garment, & Related Materials","51-6021","Pressers, Hand","51-6021.03","Pressers, Hand","99.9990","No related CIP programs",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
832,"Sewing Machine Operators","51-6031","Sewing Machine Operators","51-6031","Sewing Machine Operators","51-6031.00","Sewing Machine Operators","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
832,"Sewing Machine Operators","51-6031","Sewing Machine Operators","51-6031","Sewing Machine Operators, Garment","51-6031.01","Sewing Machine Operators, Garment","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
832,"Sewing Machine Operators","51-6031","Sewing Machine Operators","51-6031","Sewing Machine Operators, Non-Garment","51-6031.02","Sewing Machine Operators, Non-Garment","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
833,"Shoe & Leather Workers & Repairers","51-6041","Shoe & Leather Workers & Repairers","51-6041","Shoe & Leather Workers & Repairers","51-6041.00","Shoe & Leather Workers & Repairers","48.0304","Shoe, Boot & Leather Repair",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
833,"Shoe & Leather Workers & Repairers","51-6041","Shoe & Leather Workers & Repairers","51-6041","Shoe & Leather Workers & Repairers","51-6041.00","Shoe & Leather Workers & Repairers","48.0399","Leatherworking & Upholstery, Other",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
834,"Shoe Machine Operators & Tenders","51-6042","Shoe Machine Operators & Tenders","51-6042","Shoe Machine Operators & Tenders","51-6042.00","Shoe Machine Operators & Tenders","48.0304","Shoe, Boot & Leather Repair",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
835,"Tailors, Dressmakers, & Sewers","51-6050","Tailors, Dressmakers, & Sewers","51-6050","Tailors, Dressmakers, & Sewers","51-6050.00","Tailors, Dressmakers, & Sewers","99","This is a broad SOC occupation. For related CIP programs, see detailed O*NET occupations listed below.",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
835,"Tailors, Dressmakers, & Sewers","51-6051","Sewers, Hand","51-6051","Sewers, Hand","51-6051.00","Sewers, Hand","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
835,"Tailors, Dressmakers, & Sewers","51-6052","Tailors, Dressmakers, & Custom Sewers","51-6052","Tailors, Dressmakers, & Custom Sewers","51-6052.00","Tailors, Dressmakers, & Custom Sewers","99.9990","No related CIP programs",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
835,"Tailors, Dressmakers, & Sewers","51-6052","Tailors, Dressmakers, & Custom Sewers","51-6052","Shop & Alteration Tailors","51-6052.01","Shop & Alteration Tailors","99.9990","No related CIP programs",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
835,"Tailors, Dressmakers, & Sewers","51-6052","Tailors, Dressmakers, & Custom Sewers","51-6052","Custom Tailors","51-6052.02","Custom Tailors","99.9990","No related CIP programs",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
836,"Textile Bleaching & Dyeing Machine Operators & Tenders","51-6061","Textile Bleaching & Dyeing Machine Operators & Tenders","51-6061","Textile Bleaching & Dyeing Machine Operators & Tenders","51-6061.00","Textile Bleaching & Dyeing Machine Operators & Tenders","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
840,"Textile Cutting Machine Setters, Operators, & Tenders","51-6062","Textile Cutting Machine Setters, Operators, & Tenders","51-6062","Textile Cutting Machine Setters, Operators, & Tenders","51-6062.00","Textile Cutting Machine Setters, Operators, & Tenders","47.0303","Industrial Mechanics & Maintenance Technology",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
841,"Textile Knitting & Weaving Machine Setters, Operators, & Tenders","51-6063","Textile Knitting & Weaving Machine Setters, Operators, & Tenders","51-6063","Textile Knitting & Weaving Machine Setters, Operators, & Tenders","51-6063.00","Textile Knitting & Weaving Machine Setters, Operators, & Tenders","47.0303","Industrial Mechanics & Maintenance Technology",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
842,"Textile Winding, Twisting, & Drawing Out Machine Setters, Operators, & Tenders","51-6064","Textile Winding, Twisting, & Drawing Out Machine Setters, Operators, & Tenders","51-6064","Textile Winding, Twisting, & Drawing Out Machine Setters, Operators, & Tenders","51-6064.00","Textile Winding, Twisting, & Drawing Out Machine Setters, Operators, & Tenders","47.0303","Industrial Mechanics & Maintenance Technology",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
843,"Extruding & Forming Machine Setters, Operators, & Tenders, Synthetic & Glass Fibers","51-6091","Extruding & Forming Machine Setters, Operators, & Tenders, Synthetic & Glass Fibers","51-6091","Extruding & Forming Machine Setters, Operators, & Tenders, Synthetic & Glass Fibers","51-6091.00","Extruding & Forming Machine Setters, Operators, & Tenders, Synthetic & Glass Fibers","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
843,"Extruding & Forming Machine Setters, Operators, & Tenders, Synthetic & Glass Fibers","51-6091","Extruding & Forming Machine Setters, Operators, & Tenders, Synthetic & Glass Fibers","51-6091","Extruding & Forming Machine Operators & Tenders, Synthetic or Glass Fibers","51-6091.01","Extruding & Forming Machine Operators & Tenders, Synthetic or Glass Fibers","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
844,"Fabric & Apparel Patternmakers","51-6092","Fabric & Apparel Patternmakers","51-6092","Fabric & Apparel Patternmakers","51-6092.00","Fabric & Apparel Patternmakers","19.0902","Apparel & Textile Manufacture  (New)",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
845,"Upholsterers","51-6093","Upholsterers","51-6093","Upholsterers","51-6093.00","Upholsterers","48.0303","Upholstery/Upholsterer",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
846,"Textile, Apparel, & Furnishings Workers, All Other","51-6099","Textile, Apparel, & Furnishings Workers, All Other","51-6099","Textile, Apparel, & Furnishings Workers, All Other","51-6099.00","Textile, Apparel, & Furnishings Workers, All Other","19.0902","Apparel & Textile Manufacture  (New)",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
850,"Cabinetmakers & Bench Carpenters","51-7011","Cabinetmakers & Bench Carpenters","51-7011","Cabinetmakers & Bench Carpenters","51-7011.00","Cabinetmakers & Bench Carpenters","48.0703","Cabinetmaking & Millwork/Millwright",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
851,"Furniture Finishers","51-7021","Furniture Finishers","51-7021","Furniture Finishers","51-7021.00","Furniture Finishers","48.0702","Furniture Design & Manufacturing",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
852,"Model Makers & Patternmakers, Wood","51-7030","Model Makers & Patternmakers, Wood","51-7030","Model Makers & Patternmakers, Wood","51-7030.00","Model Makers & Patternmakers, Wood","99","This is a broad SOC occupation. For related CIP programs, see detailed O*NET occupations listed below.",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
852,"Model Makers & Patternmakers, Wood","51-7031","Model Makers, Wood","51-7031","Model Makers, Wood","51-7031.00","Model Makers, Wood","48.0703","Cabinetmaking & Millwork/Millwright",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
852,"Model Makers & Patternmakers, Wood","51-7032","Patternmakers, Wood","51-7032","Patternmakers, Wood","51-7032.00","Patternmakers, Wood","48.0703","Cabinetmaking & Millwork/Millwright",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
853,"Sawing Machine Setters, Operators, & Tenders, Wood","51-7041","Sawing Machine Setters, Operators, & Tenders, Wood","51-7041","Sawing Machine Setters, Operators, & Tenders, Wood","51-7041.00","Sawing Machine Setters, Operators, & Tenders, Wood","48.0703","Cabinetmaking & Millwork/Millwright",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
853,"Sawing Machine Setters, Operators, & Tenders, Wood","51-7041","Sawing Machine Setters, Operators, & Tenders, Wood","51-7041","Sawing Machine Setters, Operators, & Tenders, Wood","51-7041.01","Sawing Machine Setters & Set-Up Operators","48.0703","Cabinetmaking & Millwork/Millwright",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
853,"Sawing Machine Setters, Operators, & Tenders, Wood","51-7041","Sawing Machine Setters, Operators, & Tenders, Wood","51-7041","Sawing Machine Setters, Operators, & Tenders, Wood","51-7041.02","Sawing Machine Operators & Tenders","48.0703","Cabinetmaking & Millwork/Millwright",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
854,"Woodworking Machine Setters, Operators, & Tenders, Except Sawing","51-7042","Woodworking Machine Setters, Operators, & Tenders, Except Sawing","51-7042","Woodworking Machine Setters, Operators, & Tenders, Except Sawing","51-7042.00","Woodworking Machine Setters, Operators, & Tenders, Except Sawing","48.0701","Woodworking, General",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
854,"Woodworking Machine Setters, Operators, & Tenders, Except Sawing","51-7042","Woodworking Machine Setters, Operators, & Tenders, Except Sawing","51-7042","Woodworking Machine Setters, Operators, & Tenders, Except Sawing","51-7042.00","Woodworking Machine Setters, Operators, & Tenders, Except Sawing","48.0703","Cabinetmaking & Millwork/Millwright",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
854,"Woodworking Machine Setters, Operators, & Tenders, Except Sawing","51-7042","Woodworking Machine Setters, Operators, & Tenders, Except Sawing","51-7042","Woodworking Machine Setters, Operators, & Tenders, Except Sawing","51-7042.01","Woodworking Machine Setters & Set-Up Operators, Except Sawing","48.0703","Cabinetmaking & Millwork/Millwright",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
854,"Woodworking Machine Setters, Operators, & Tenders, Except Sawing","51-7042","Woodworking Machine Setters, Operators, & Tenders, Except Sawing","51-7042","Woodworking Machine Setters, Operators, & Tenders, Except Sawing","51-7042.02","Woodworking Machine Operators & Tenders, Except Sawing","48.0703","Cabinetmaking & Millwork/Millwright",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
855,"Woodworkers, All Other","51-7099","Woodworkers, All Other","51-7099","Woodworkers, All Other","51-7099.00","Woodworkers, All Other","48.0701","Woodworking, General",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
855,"Woodworkers, All Other","51-7099","Woodworkers, All Other","51-7099","Woodworkers, All Other","51-7099.00","Woodworkers, All Other","48.0702","Furniture Design & Manufacturing",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
855,"Woodworkers, All Other","51-7099","Woodworkers, All Other","51-7099","Woodworkers, All Other","51-7099.00","Woodworkers, All Other","48.0799","Woodworking, Other",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
860,"Power Plant Operators, Distributors, & Dispatchers","51-8010","Power Plant Operators, Distributors, & Dispatchers","51-8010","Power Plant Operators, Distributors, & Dispatchers","51-8010.00","Power Plant Operators, Distributors, & Dispatchers","99","This is a broad SOC occupation. For related CIP programs, see detailed O*NET occupations listed below.",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
860,"Power Plant Operators, Distributors, & Dispatchers","51-8011","Nuclear Power Reactor Operators","51-8011","Nuclear Power Reactor Operators","51-8011.00","Nuclear Power Reactor Operators","41.0205","Nuclear/Nuclear Power Technology/Technician",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
860,"Power Plant Operators, Distributors, & Dispatchers","51-8012","Power Distributors & Dispatchers","51-8012","Power Distributors & Dispatchers","51-8012.00","Power Distributors & Dispatchers","99.9990","No related CIP programs",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
860,"Power Plant Operators, Distributors, & Dispatchers","51-8013","Power Plant Operators","51-8013","Power Plant Operators","51-8013.00","Power Plant Operators","99.9990","No related CIP programs",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
860,"Power Plant Operators, Distributors, & Dispatchers","51-8013","Power Plant Operators","51-8013","Power Generating Plant Operators, Except Auxiliary Equipment Operators","51-8013.01","Power Generating Plant Operators, Except Auxiliary Equipment Operators","99.9990","No related CIP programs",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
860,"Power Plant Operators, Distributors, & Dispatchers","51-8013","Power Plant Operators","51-8013","Auxiliary Equipment Operators, Power","51-8013.02","Auxiliary Equipment Operators, Power","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
861,"Stationary Engineers & Boiler Operators","51-8021","Stationary Engineers & Boiler Operators","51-8021","Stationary Engineers & Boiler Operators","51-8021.00","Stationary Engineers & Boiler Operators","99.9990","No related CIP programs",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
861,"Stationary Engineers & Boiler Operators","51-8021","Stationary Engineers & Boiler Operators","51-8021","Boiler Operators & Tenders, Low Pressure","51-8021.01","Boiler Operators & Tenders, Low Pressure","99.9990","No related CIP programs",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
861,"Stationary Engineers & Boiler Operators","51-8021","Stationary Engineers & Boiler Operators","51-8021","Stationary Engineers","51-8021.02","Stationary Engineers","99.9990","No related CIP programs",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
862,"Water & Liquid Waste Treatment Plant & System Operators","51-8031","Water & Liquid Waste Treatment Plant & System Operators","51-8031","Water & Liquid Waste Treatment Plant & System Operators","51-8031.00","Water & Liquid Waste Treatment Plant & System Operators","15.0506","Water Quality & Wastewater Treatment Management & Recycling Technology/Technician",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
863,"Miscellaneous Plant & System Operators","51-8090","Miscellaneous Plant & System Operators","51-8090","Miscellaneous Plant & System Operators","51-8090.00","Miscellaneous Plant & System Operators","99","This is a broad SOC occupation. For related CIP programs, see detailed O*NET occupations listed below.",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
863,"Miscellaneous Plant & System Operators","51-8091","Chemical Plant & System Operators","51-8091","Chemical Plant & System Operators","51-8091.00","Chemical Plant & System Operators","41.0301","Chemical Technology/Technician",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
